,Unnamed: 0,Unnamed: 0.1,project_name,module_path,module_version,package_import_path,match_type,file_name,line_number,text,context,message,label
159,159,159,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,vdso_linux.go,145.0,"			info.symtab = (*[vdsoSymTabSize]elfSym)(unsafe.Pointer(p))
","		switch dt.d_tag {
		case _DT_STRTAB:
			info.symstrings = (*[vdsoSymStringsSize]byte)(unsafe.Pointer(p))
		case _DT_SYMTAB:
			info.symtab = (*[vdsoSymTabSize]elfSym)(unsafe.Pointer(p))
		case _DT_HASH:
			hash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
		case _DT_GNU_HASH:
			gnuhash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
		case _DT_VERSYM:
",possible misuse of unsafe.Pointer,unclassified
160,160,160,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,vdso_linux.go,147.0,"			hash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
","			info.symstrings = (*[vdsoSymStringsSize]byte)(unsafe.Pointer(p))
		case _DT_SYMTAB:
			info.symtab = (*[vdsoSymTabSize]elfSym)(unsafe.Pointer(p))
		case _DT_HASH:
			hash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
		case _DT_GNU_HASH:
			gnuhash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
		case _DT_VERSYM:
			info.versym = (*[vdsoVerSymSize]uint16)(unsafe.Pointer(p))
		case _DT_VERDEF:
",possible misuse of unsafe.Pointer,unclassified
161,161,161,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,vdso_linux.go,149.0,"			gnuhash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
","			info.symtab = (*[vdsoSymTabSize]elfSym)(unsafe.Pointer(p))
		case _DT_HASH:
			hash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
		case _DT_GNU_HASH:
			gnuhash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
		case _DT_VERSYM:
			info.versym = (*[vdsoVerSymSize]uint16)(unsafe.Pointer(p))
		case _DT_VERDEF:
			info.verdef = (*elfVerdef)(unsafe.Pointer(p))
		}
",possible misuse of unsafe.Pointer,unclassified
162,162,162,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,vdso_linux.go,151.0,"			info.versym = (*[vdsoVerSymSize]uint16)(unsafe.Pointer(p))
","			hash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
		case _DT_GNU_HASH:
			gnuhash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
		case _DT_VERSYM:
			info.versym = (*[vdsoVerSymSize]uint16)(unsafe.Pointer(p))
		case _DT_VERDEF:
			info.verdef = (*elfVerdef)(unsafe.Pointer(p))
		}
	}

",possible misuse of unsafe.Pointer,unclassified
163,163,163,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,vdso_linux.go,153.0,"			info.verdef = (*elfVerdef)(unsafe.Pointer(p))
","			gnuhash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
		case _DT_VERSYM:
			info.versym = (*[vdsoVerSymSize]uint16)(unsafe.Pointer(p))
		case _DT_VERDEF:
			info.verdef = (*elfVerdef)(unsafe.Pointer(p))
		}
	}

	if info.symstrings == nil || info.symtab == nil || (hash == nil && gnuhash == nil) {
		return // Failed
",possible misuse of unsafe.Pointer,unclassified
164,164,164,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,vdso_linux.go,278.0,"		vdsoInitFromSysinfoEhdr(info1, (*elfEhdr)(unsafe.Pointer(val)))
","		var info vdsoInfo
		// TODO(rsc): I don't understand why the compiler thinks info escapes
		// when passed to the three functions below.
		info1 := (*vdsoInfo)(noescape(unsafe.Pointer(&info)))
		vdsoInitFromSysinfoEhdr(info1, (*elfEhdr)(unsafe.Pointer(val)))
		vdsoParseSymbols(info1, vdsoFindVersion(info1, &vdsoLinuxVersion))
	}
}

// vdsoMarker reports whether PC is on the VDSO page.
",possible misuse of unsafe.Pointer,unclassified
165,165,165,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,signal_unix.go,391.0,"				gp := *(**g)(unsafe.Pointer(s.base()))
","			// work.
			sp := getcallersp()
			s := spanOf(sp)
			if s != nil && s.state.get() == mSpanManual && s.base() < sp && sp < s.limit {
				gp := *(**g)(unsafe.Pointer(s.base()))
				return gp
			}
			return nil
		}
	}
",possible misuse of unsafe.Pointer,unclassified
166,166,166,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,signal_unix.go,906.0,"		*(*uintptr)(unsafe.Pointer(uintptr(123))) = 2
","		// Cannot call split-stack function as there is no G.
		s := stringStructOf(&badginsignalMsg)
		write(2, s.str, int32(s.len))
		exit(2)
		*(*uintptr)(unsafe.Pointer(uintptr(123))) = 2
	}
	needm(0)
	if !sigsend(uint32(sig)) {
		// A foreign thread received the signal sig, and the
		// Go code does not want to handle it.
",possible misuse of unsafe.Pointer,unclassified
167,167,167,kubernetes/kubernetes,std,std,sync/atomic,unsafe.Pointer,value.go,59.0,"			if !CompareAndSwapPointer(&vp.typ, nil, unsafe.Pointer(^uintptr(0))) {
","			// Disable preemption so that other goroutines can use
			// active spin wait to wait for completion; and so that
			// GC does not see the fake type accidentally.
			runtime_procPin()
			if !CompareAndSwapPointer(&vp.typ, nil, unsafe.Pointer(^uintptr(0))) {
				runtime_procUnpin()
				continue
			}
			// Complete first store.
			StorePointer(&vp.data, xp.data)
",possible misuse of unsafe.Pointer,unclassified
168,168,168,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,traceback.go,156.0,"			frame.pc = *(*uintptr)(unsafe.Pointer(frame.sp))
","	// If the PC is zero, it's likely a nil function call.
	// Start in the caller's frame.
	if frame.pc == 0 {
		if usesLR {
			frame.pc = *(*uintptr)(unsafe.Pointer(frame.sp))
			frame.lr = 0
		} else {
			frame.pc = uintptr(*(*sys.Uintreg)(unsafe.Pointer(frame.sp)))
			frame.sp += sys.RegSize
		}
",possible misuse of unsafe.Pointer,unclassified
169,169,169,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,traceback.go,159.0,"			frame.pc = uintptr(*(*sys.Uintreg)(unsafe.Pointer(frame.sp)))
","		if usesLR {
			frame.pc = *(*uintptr)(unsafe.Pointer(frame.sp))
			frame.lr = 0
		} else {
			frame.pc = uintptr(*(*sys.Uintreg)(unsafe.Pointer(frame.sp)))
			frame.sp += sys.RegSize
		}
	}

	f := findfunc(frame.pc)
",possible misuse of unsafe.Pointer,unclassified
170,170,170,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,traceback.go,246.0,"					frame.lr = *(*uintptr)(unsafe.Pointer(lrPtr))
","			var lrPtr uintptr
			if usesLR {
				if n == 0 && frame.sp < frame.fp || frame.lr == 0 {
					lrPtr = frame.sp
					frame.lr = *(*uintptr)(unsafe.Pointer(lrPtr))
				}
			} else {
				if frame.lr == 0 {
					lrPtr = frame.fp - sys.RegSize
					frame.lr = uintptr(*(*sys.Uintreg)(unsafe.Pointer(lrPtr)))
",possible misuse of unsafe.Pointer,unclassified
171,171,171,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,traceback.go,251.0,"					frame.lr = uintptr(*(*sys.Uintreg)(unsafe.Pointer(lrPtr)))
","				}
			} else {
				if frame.lr == 0 {
					lrPtr = frame.fp - sys.RegSize
					frame.lr = uintptr(*(*sys.Uintreg)(unsafe.Pointer(lrPtr)))
				}
			}
			flr = findfunc(frame.lr)
			if !flr.valid() {
				// This happens if you get a profiling interrupt at just the wrong time.
",possible misuse of unsafe.Pointer,unclassified
172,172,172,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,traceback.go,439.0,"				argp := (*[100]uintptr)(unsafe.Pointer(frame.argp))
","				if name == ""runtime.gopanic"" {
					name = ""panic""
				}
				print(name, ""("")
				argp := (*[100]uintptr)(unsafe.Pointer(frame.argp))
				for i := uintptr(0); i < frame.arglen/sys.PtrSize; i++ {
					if i >= 10 {
						print("", ..."")
						break
					}
",possible misuse of unsafe.Pointer,unclassified
173,173,173,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,traceback.go,496.0,"			x := *(*uintptr)(unsafe.Pointer(frame.sp))
","
		// On link register architectures, sighandler saves the LR on stack
		// before faking a call.
		if usesLR && injectedCall {
			x := *(*uintptr)(unsafe.Pointer(frame.sp))
			frame.sp += sys.MinFrameSize
			if GOARCH == ""arm64"" {
				// arm64 needs 16-byte aligned SP, always
				frame.sp += sys.PtrSize
			}
",possible misuse of unsafe.Pointer,unclassified
174,174,174,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,traceback.go,612.0,"				mv = *(**reflectMethodValue)(unsafe.Pointer(arg0))
","				// register and immediately saved it
				// to 0(SP). Get the methodValue from
				// 0(SP).
				arg0 := frame.sp + sys.MinFrameSize
				mv = *(**reflectMethodValue)(unsafe.Pointer(arg0))
				// Figure out whether the return values are valid.
				// Reflect will update this value after it copies
				// in the return values.
				retValid = *(*bool)(unsafe.Pointer(arg0 + 3*sys.PtrSize))
			}
",possible misuse of unsafe.Pointer,unclassified
175,175,175,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,traceback.go,616.0,"				retValid = *(*bool)(unsafe.Pointer(arg0 + 3*sys.PtrSize))
","				mv = *(**reflectMethodValue)(unsafe.Pointer(arg0))
				// Figure out whether the return values are valid.
				// Reflect will update this value after it copies
				// in the return values.
				retValid = *(*bool)(unsafe.Pointer(arg0 + 3*sys.PtrSize))
			}
			if mv.fn != f.entry {
				print(""runtime: confused by "", funcname(f), ""\n"")
				throw(""reflect mismatch"")
			}
",possible misuse of unsafe.Pointer,unclassified
176,176,176,kubernetes/kubernetes,std,std,strings,unsafe.Pointer,builder.go,30.0,"	return unsafe.Pointer(x ^ 0)
","//go:nosplit
//go:nocheckptr
func noescape(p unsafe.Pointer) unsafe.Pointer {
	x := uintptr(p)
	return unsafe.Pointer(x ^ 0)
}

func (b *Builder) copyCheck() {
	if b.addr == nil {
		// This hack works around a failing of Go's escape analysis
",possible misuse of unsafe.Pointer,unclassified
177,177,177,kubernetes/kubernetes,github.com/modern-go/reflect2,v1.0.1,github.com/modern-go/reflect2,unsafe.Pointer,reflect2.go,287.0,"	return unsafe.Pointer(x ^ 0)
","// USE CAREFULLY!
//go:nosplit
func NoEscape(p unsafe.Pointer) unsafe.Pointer {
	x := uintptr(p)
	return unsafe.Pointer(x ^ 0)
}

func UnsafeCastString(str string) []byte {
	stringHeader := (*reflect.StringHeader)(unsafe.Pointer(&str))
	sliceHeader := &reflect.SliceHeader{
",possible misuse of unsafe.Pointer,fun:noescape
178,178,178,caddyserver/caddy,github.com/AndreasBriese/bbloom,v0.0.0-20190306092124-e2d15f34fcf9,github.com/AndreasBriese/bbloom,unsafe.Pointer,bbloom.go,84.0,"		*(*uint8)(unsafe.Pointer(ptr)) = b
","func NewWithBoolset(bs *[]byte, locs uint64) (bloomfilter Bloom) {
	bloomfilter = New(float64(len(*bs)<<3), float64(locs))
	ptr := uintptr(unsafe.Pointer(&bloomfilter.bitset[0]))
	for _, b := range *bs {
		*(*uint8)(unsafe.Pointer(ptr)) = b
		ptr++
	}
	return bloomfilter
}

",possible misuse of unsafe.Pointer,probably_safe
179,179,179,caddyserver/caddy,github.com/AndreasBriese/bbloom,v0.0.0-20190306092124-e2d15f34fcf9,github.com/AndreasBriese/bbloom,unsafe.Pointer,bbloom.go,238.0,"		bloomImEx.FilterSet[i] = *(*byte)(unsafe.Pointer(ptr))
","	bloomImEx.SetLocs = uint64(bl.setLocs)
	bloomImEx.FilterSet = make([]byte, len(bl.bitset)<<3)
	ptr := uintptr(unsafe.Pointer(&bl.bitset[0]))
	for i := range bloomImEx.FilterSet {
		bloomImEx.FilterSet[i] = *(*byte)(unsafe.Pointer(ptr))
		ptr++
	}
	data, err := json.Marshal(bloomImEx)
	if err != nil {
		log.Fatal(""json.Marshal failed: "", err)
",possible misuse of unsafe.Pointer,probably_safe
180,180,180,pingcap/tidb,github.com/spaolacci/murmur3,v0.0.0-20180118202830-f09979ecbc72,github.com/spaolacci/murmur3,unsafe.Pointer,murmur32.go,129.0,"		k1 := *(*uint32)(unsafe.Pointer(p))
","		p = uintptr(unsafe.Pointer(&data[0]))
	}
	p1 := p + uintptr(4*nblocks)
	for ; p < p1; p += 4 {
		k1 := *(*uint32)(unsafe.Pointer(p))

		k1 *= c1_32
		k1 = (k1 << 15) | (k1 >> 17) // rotl32(k1, 15)
		k1 *= c2_32

",possible misuse of unsafe.Pointer,manual:safe
181,181,181,minio/minio,github.com/minio/simdjson-go,v0.1.5-0.20200303142138-b17fe061ea37,github.com/minio/simdjson-go,unsafe.Pointer,parse_number_amd64.go,60.0,"	success = _parse_number(unsafe.Pointer(src), 0, fm, unsafe.Pointer(&is_double), unsafe.Pointer(&d), unsafe.Pointer(&i)) != 0
","	if found_minus {
		fm = 1
	}

	success = _parse_number(unsafe.Pointer(src), 0, fm, unsafe.Pointer(&is_double), unsafe.Pointer(&d), unsafe.Pointer(&i)) != 0

	return
}
",possible misuse of unsafe.Pointer,probably_safe
182,182,182,minio/minio,github.com/minio/simdjson-go,v0.1.5-0.20200303142138-b17fe061ea37,github.com/minio/simdjson-go,unsafe.Pointer,parse_string_amd64.go,39.0,"	success := _parse_string_validate_only(unsafe.Pointer(src), unsafe.Pointer(&maxStringSize), unsafe.Pointer(&src_length), unsafe.Pointer(dst_length))
","
	src := uintptr(unsafe.Pointer(&buf[0])) + 1 // Advance buffer by one in order to skip opening quote
	src_length := uint64(0)

	success := _parse_string_validate_only(unsafe.Pointer(src), unsafe.Pointer(&maxStringSize), unsafe.Pointer(&src_length), unsafe.Pointer(dst_length))

	*need_copy = src_length != *dst_length
	return success != 0
}

",possible misuse of unsafe.Pointer,probably_safe
183,183,183,minio/minio,github.com/minio/simdjson-go,v0.1.5-0.20200303142138-b17fe061ea37,github.com/minio/simdjson-go,unsafe.Pointer,parse_string_amd64.go,53.0,"	res := _parse_string(unsafe.Pointer(src), unsafe.Pointer(dst), unsafe.Pointer(&string_buf_loc))
","	src := uintptr(unsafe.Pointer(&buf[0])) + 1 // Advance buffer by one in order to skip opening quote
	string_buf_loc := uintptr(unsafe.Pointer(sh.Data)) + uintptr(sh.Len)
	dst := string_buf_loc

	res := _parse_string(unsafe.Pointer(src), unsafe.Pointer(dst), unsafe.Pointer(&string_buf_loc))

	sh.Len += int(uintptr(string_buf_loc) - dst)

	return res != 0
}
",possible misuse of unsafe.Pointer,probably_safe
184,184,184,influxdata/influxdb,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,github.com/apache/arrow/go/arrow/memory,unsafe.Pointer,memory_avx2_amd64.go,33.0,"		p2 = unsafe.Pointer(uintptr(len(buf)))
","	}

	var (
		p1 = unsafe.Pointer(&buf[0])
		p2 = unsafe.Pointer(uintptr(len(buf)))
		p3 = unsafe.Pointer(uintptr(c))
	)
	if len(buf) > 2000 || isMultipleOfPowerOf2(len(buf), 256) {
		_memset_avx2(p1, p2, p3)
	} else {
",possible misuse of unsafe.Pointer,call:assembly
185,185,185,influxdata/influxdb,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,github.com/apache/arrow/go/arrow/memory,unsafe.Pointer,memory_avx2_amd64.go,34.0,"		p3 = unsafe.Pointer(uintptr(c))
","
	var (
		p1 = unsafe.Pointer(&buf[0])
		p2 = unsafe.Pointer(uintptr(len(buf)))
		p3 = unsafe.Pointer(uintptr(c))
	)
	if len(buf) > 2000 || isMultipleOfPowerOf2(len(buf), 256) {
		_memset_avx2(p1, p2, p3)
	} else {
		_memset_sse4(p1, p2, p3)
",possible misuse of unsafe.Pointer,call:assembly
186,186,186,influxdata/influxdb,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,github.com/apache/arrow/go/arrow/memory,unsafe.Pointer,memory_sse4_amd64.go,30.0,"	_memset_sse4(unsafe.Pointer(&buf[0]), unsafe.Pointer(uintptr(len(buf))), unsafe.Pointer(uintptr(c)))
","func memory_memset_sse4(buf []byte, c byte) {
	if len(buf) == 0 {
		return
	}
	_memset_sse4(unsafe.Pointer(&buf[0]), unsafe.Pointer(uintptr(len(buf))), unsafe.Pointer(uintptr(c)))
}
",possible misuse of unsafe.Pointer,call:assembly
187,187,187,influxdata/influxdb,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,github.com/apache/arrow/go/arrow/math,unsafe.Pointer,float64_avx2_amd64.go,36.0,"		p2  = unsafe.Pointer(uintptr(len(buf)))
","func sum_float64_avx2(a *array.Float64) float64 {
	buf := a.Float64Values()
	var (
		p1  = unsafe.Pointer(&buf[0])
		p2  = unsafe.Pointer(uintptr(len(buf)))
		res float64
	)
	_sum_float64_avx2(p1, p2, unsafe.Pointer(&res))
	return res
}
",possible misuse of unsafe.Pointer,call:assembly
188,188,188,influxdata/influxdb,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,github.com/apache/arrow/go/arrow/math,unsafe.Pointer,int64_avx2_amd64.go,36.0,"		p2  = unsafe.Pointer(uintptr(len(buf)))
","func sum_int64_avx2(a *array.Int64) int64 {
	buf := a.Int64Values()
	var (
		p1  = unsafe.Pointer(&buf[0])
		p2  = unsafe.Pointer(uintptr(len(buf)))
		res int64
	)
	_sum_int64_avx2(p1, p2, unsafe.Pointer(&res))
	return res
}
",possible misuse of unsafe.Pointer,call:assembly
189,189,189,influxdata/influxdb,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,github.com/apache/arrow/go/arrow/math,unsafe.Pointer,float64_sse4_amd64.go,36.0,"		p2  = unsafe.Pointer(uintptr(len(buf)))
","func sum_float64_sse4(a *array.Float64) float64 {
	buf := a.Float64Values()
	var (
		p1  = unsafe.Pointer(&buf[0])
		p2  = unsafe.Pointer(uintptr(len(buf)))
		res float64
	)
	_sum_float64_sse4(p1, p2, unsafe.Pointer(&res))
	return res
}
",possible misuse of unsafe.Pointer,call:assembly
190,190,190,influxdata/influxdb,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,github.com/apache/arrow/go/arrow/math,unsafe.Pointer,uint64_avx2_amd64.go,36.0,"		p2  = unsafe.Pointer(uintptr(len(buf)))
","func sum_uint64_avx2(a *array.Uint64) uint64 {
	buf := a.Uint64Values()
	var (
		p1  = unsafe.Pointer(&buf[0])
		p2  = unsafe.Pointer(uintptr(len(buf)))
		res uint64
	)
	_sum_uint64_avx2(p1, p2, unsafe.Pointer(&res))
	return res
}
",possible misuse of unsafe.Pointer,call:assembly
191,191,191,influxdata/influxdb,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,github.com/apache/arrow/go/arrow/math,unsafe.Pointer,uint64_sse4_amd64.go,36.0,"		p2  = unsafe.Pointer(uintptr(len(buf)))
","func sum_uint64_sse4(a *array.Uint64) uint64 {
	buf := a.Uint64Values()
	var (
		p1  = unsafe.Pointer(&buf[0])
		p2  = unsafe.Pointer(uintptr(len(buf)))
		res uint64
	)
	_sum_uint64_sse4(p1, p2, unsafe.Pointer(&res))
	return res
}
",possible misuse of unsafe.Pointer,call:assembly
192,192,192,influxdata/influxdb,github.com/apache/arrow/go/arrow,v0.0.0-20191024131854-af6fa24be0db,github.com/apache/arrow/go/arrow/math,unsafe.Pointer,int64_sse4_amd64.go,36.0,"		p2  = unsafe.Pointer(uintptr(len(buf)))
","func sum_int64_sse4(a *array.Int64) int64 {
	buf := a.Int64Values()
	var (
		p1  = unsafe.Pointer(&buf[0])
		p2  = unsafe.Pointer(uintptr(len(buf)))
		res int64
	)
	_sum_int64_sse4(p1, p2, unsafe.Pointer(&res))
	return res
}
",possible misuse of unsafe.Pointer,call:assembly
193,193,193,xo/usql,github.com/mattn/go-adodb,v0.0.1,github.com/mattn/go-adodb,unsafe.Pointer,adodb.go,488.0,"			sa := (*ole.SafeArray)(unsafe.Pointer(uintptr(val.Val)))
","			dest[i] = uint64(val.Val)
		case 72: // ADGUID
			dest[i] = val.ToString()
		case 128: // ADBINARY
			sa := (*ole.SafeArray)(unsafe.Pointer(uintptr(val.Val)))
			conv := &ole.SafeArrayConversion{sa}
			elems, err := conv.TotalElements(0)
			if err != nil {
				return err
			}
",possible misuse of unsafe.Pointer,need_context
194,194,194,xo/usql,github.com/mattn/go-adodb,v0.0.1,github.com/mattn/go-adodb,unsafe.Pointer,adodb.go,494.0,"			dest[i] = (*[1 << 30]byte)(unsafe.Pointer(uintptr(sa.Data)))[0:elems]
","			elems, err := conv.TotalElements(0)
			if err != nil {
				return err
			}
			dest[i] = (*[1 << 30]byte)(unsafe.Pointer(uintptr(sa.Data)))[0:elems]
		case 129: // ADCHAR
			dest[i] = val.ToString() //uint8(val.Val)
		case 130: // ADWCHAR
			dest[i] = val.ToString() //uint16(val.Val)
		case 131: // ADNUMERIC
",possible misuse of unsafe.Pointer,need_context
195,195,195,xo/usql,github.com/mattn/go-adodb,v0.0.1,github.com/mattn/go-adodb,unsafe.Pointer,adodb.go,528.0,"			sa := (*ole.SafeArray)(unsafe.Pointer(uintptr(val.Val)))
","			dest[i] = val.ToString()
		case 204: // ADVARBINARY
			// TODO
		case 205: // ADLONGVARBINARY
			sa := (*ole.SafeArray)(unsafe.Pointer(uintptr(val.Val)))
			conv := &ole.SafeArrayConversion{sa}
			elems, err := conv.TotalElements(0)
			if err != nil {
				return err
			}
",possible misuse of unsafe.Pointer,need_context
196,196,196,xo/usql,github.com/mattn/go-adodb,v0.0.1,github.com/mattn/go-adodb,unsafe.Pointer,adodb.go,534.0,"			dest[i] = (*[1 << 30]byte)(unsafe.Pointer(uintptr(sa.Data)))[0:elems]
","			elems, err := conv.TotalElements(0)
			if err != nil {
				return err
			}
			dest[i] = (*[1 << 30]byte)(unsafe.Pointer(uintptr(sa.Data)))[0:elems]
		}
		if typ.Val != 12 {
			val.Clear()
		}
		typ.Clear()
",possible misuse of unsafe.Pointer,need_context
197,197,197,xo/usql,github.com/go-ole/go-ole,v1.2.4,github.com/go-ole/go-ole,unsafe.Pointer,variant.go,15.0,"	return (*IUnknown)(unsafe.Pointer(uintptr(v.Val)))
","func (v *VARIANT) ToIUnknown() *IUnknown {
	if v.VT != VT_UNKNOWN {
		return nil
	}
	return (*IUnknown)(unsafe.Pointer(uintptr(v.Val)))
}

// ToIDispatch converts variant to dispatch object.
func (v *VARIANT) ToIDispatch() *IDispatch {
	if v.VT != VT_DISPATCH {
",possible misuse of unsafe.Pointer,manual:safe
198,198,198,xo/usql,github.com/go-ole/go-ole,v1.2.4,github.com/go-ole/go-ole,unsafe.Pointer,variant.go,23.0,"	return (*IDispatch)(unsafe.Pointer(uintptr(v.Val)))
","func (v *VARIANT) ToIDispatch() *IDispatch {
	if v.VT != VT_DISPATCH {
		return nil
	}
	return (*IDispatch)(unsafe.Pointer(uintptr(v.Val)))
}

// ToArray converts variant to SafeArray helper.
func (v *VARIANT) ToArray() *SafeArrayConversion {
	if v.VT != VT_SAFEARRAY {
",possible misuse of unsafe.Pointer,manual:safe
199,199,199,xo/usql,github.com/go-ole/go-ole,v1.2.4,github.com/go-ole/go-ole,unsafe.Pointer,variant.go,33.0,"	var safeArray *SafeArray = (*SafeArray)(unsafe.Pointer(uintptr(v.Val)))
","		if v.VT&VT_ARRAY == 0 {
			return nil
		}
	}
	var safeArray *SafeArray = (*SafeArray)(unsafe.Pointer(uintptr(v.Val)))
	return &SafeArrayConversion{safeArray}
}

// ToString converts variant to Go string.
func (v *VARIANT) ToString() string {
",possible misuse of unsafe.Pointer,probably_safe
200,200,200,weaveworks/scope,github.com/spaolacci/murmur3,v0.0.0-20150829172844-0d12bf811670,github.com/spaolacci/murmur3,unsafe.Pointer,murmur32.go,116.0,"		k1 := *(*uint32)(unsafe.Pointer(p))
","		p = uintptr(unsafe.Pointer(&data[0]))
	}
	p1 := p + uintptr(4*nblocks)
	for ; p < p1; p += 4 {
		k1 := *(*uint32)(unsafe.Pointer(p))

		k1 *= c1_32
		k1 = (k1 << 15) | (k1 >> 17) // rotl32(k1, 15)
		k1 *= c2_32

",possible misuse of unsafe.Pointer,manual:safe
201,201,201,go-pg/pg,github.com/segmentio/encoding,v0.1.10,github.com/segmentio/encoding/json,unsafe.Pointer,codec.go,791.0,"	return unsafe.Pointer(x ^ 0)
","// This was copied from the runtime; see issues 23382 and 7921.
//go:nosplit
func noescape(p unsafe.Pointer) unsafe.Pointer {
	x := uintptr(p)
	return unsafe.Pointer(x ^ 0)
}

func alignedSize(t reflect.Type) uintptr {
	a := t.Align()
	s := t.Size()
",possible misuse of unsafe.Pointer,fun:noescape
202,202,202,gorgonia/gorgonia,gorgonia.org/tensor,v0.9.6,gorgonia.org/tensor,unsafe.Pointer,dense.go,371.0,"		return (*Dense)(unsafe.Pointer(t.viewOf))
","func (t *Dense) setOldAP(ap *AP)      { t.old = *ap }
func (t *Dense) transposeAxes() []int { return t.transposeWith }
func (t *Dense) parentTensor() *Dense {
	if t.viewOf != 0 {
		return (*Dense)(unsafe.Pointer(t.viewOf))
	}
	return nil
}
func (t *Dense) setParentTensor(d *Dense) {
	if d == nil {
",possible misuse of unsafe.Pointer,manual:safe
203,203,203,gorgonia/gorgonia,gorgonia.org/tensor,v0.9.6,gorgonia.org/tensor,unsafe.Pointer,consopt.go,150.0,"			tt.array.Ptr = unsafe.Pointer(ptr)
","		switch tt := t.(type) {
		case *Dense:
			tt.v = nil // if there were any underlying slices it should be GC'd

			tt.array.Ptr = unsafe.Pointer(ptr)
			tt.array.L = int(memsize / tt.t.Size())
			tt.array.C = int(memsize / tt.t.Size())

			tt.flag = MakeMemoryFlag(tt.flag, ManuallyManaged)

",possible misuse of unsafe.Pointer,manual:safe
204,204,204,gorgonia/gorgonia,gorgonia.org/tensor,v0.9.6,gorgonia.org/tensor,unsafe.Pointer,array_getset.go,296.0,"		val := reflect.NewAt(a.t.Type, unsafe.Pointer(want))
","	xv := reflect.ValueOf(x)
	ptr := uintptr(a.Ptr)
	for i := 0; i < a.L; i++ {
		want := ptr + uintptr(i)*a.t.Size()
		val := reflect.NewAt(a.t.Type, unsafe.Pointer(want))
		val = reflect.Indirect(val)
		val.Set(xv)
	}
	return nil
}
",possible misuse of unsafe.Pointer,probably_safe
205,205,205,gorgonia/gorgonia,gorgonia.org/tensor,v0.9.6,gorgonia.org/tensor,unsafe.Pointer,array_getset.go,491.0,"			val := reflect.NewAt(t.t.Type, unsafe.Pointer(want))
","		xv := reflect.ValueOf(x)
		ptr := uintptr(t.Ptr)
		for i, err = it.Next(); err == nil; i, err = it.Next() {
			want := ptr + uintptr(i)*t.t.Size()
			val := reflect.NewAt(t.t.Type, unsafe.Pointer(want))
			val = reflect.Indirect(val)
			val.Set(xv)
		}
		err = handleNoOp(err)
	}
",possible misuse of unsafe.Pointer,probably_safe
206,206,206,gorgonia/gorgonia,gorgonia.org/tensor,v0.9.6,gorgonia.org/tensor,unsafe.Pointer,array_getset.go,756.0,"			val := reflect.NewAt(t.t.Type, unsafe.Pointer(want))
","	default:
		ptr := uintptr(t.Ptr)
		for i, err = it.Next(); err == nil; i, err = it.Next() {
			want := ptr + uintptr(i)*t.t.Size()
			val := reflect.NewAt(t.t.Type, unsafe.Pointer(want))
			val = reflect.Indirect(val)
			val.Set(reflect.Zero(t.t))
		}
		err = handleNoOp(err)
	}
",possible misuse of unsafe.Pointer,probably_safe
